"","01N","01R","04R","06N","06R","08N","08R","02N","02R","05N","05R","11N","11R","07N","07R","09N","09R","12N","12R","13N","13R","10N","14N","15N","15R","16N","16R","21N","21R","34N","34R","43N","43R","23N","23R","26N","26R","27N","27R"
"Propionic.acid",109.241082277615,27.1252294615218,103.410786619769,31.5016953045435,19.8407528713402,19.8407528713402,27.1252294615218,15.4937090221724,15.4937090221724,31.5016953045435,39.7670926278659,27.1252294615218,39.7670926278659,13.4133753750081,7.35437167502222,7.35437167502222,7.35437167502222,5.53138028797023,45.313041988359,15.4937090221724,15.4937090221724,27.1252294615218,48.4340056427082,87.760525569395,83.4934159055613,62.1205191988589,53.0425699484478,62.1205191988589,45.313041988359,36.0672728058063,62.1205191988589,66.874871669556,66.874871669556,31.5016953045435,87.760525569395,200.69215113618,73.2092350769244,62.1205191988589,41.8670266395058
"UDP.N.acetylglucosamine",92.025377911753,66.874871669556,53.0425699484478,62.1205191988589,187.255863942155,62.1205191988589,56.7167152136174,56.7167152136174,41.8670266395058,19.8407528713402,45.313041988359,31.5016953045435,92.025377911753,66.874871669556,48.4340056427082,31.5016953045435,62.1205191988589,134.644308083989,109.241082277615,66.874871669556,92.025377911753,11.4393203393605,9.36855293191519,125.951016722903,2.59595456905872,17.2062924089171,11.4393203393605,13.4133753750081,11.4393203393605,48.4340056427082,31.5016953045435,73.2092350769244,27.1252294615218,13.4133753750081,109.241082277615,62.1205191988589,39.7670926278659,23.0045325868943,66.874871669556
"Trimethylamine",7.35437167502222,15.4937090221724,5.53138028797023,3.92719630428404,39.7670926278659,5.53138028797023,5.53138028797023,11.4393203393605,23.0045325868943,27.1252294615218,3.92719630428404,5.53138028797023,13.4133753750081,3.92719630428404,2.59595456905872,27.1252294615218,3.92719630428404,9.36855293191519,15.4937090221724,17.2062924089171,13.4133753750081,2.59595456905872,7.35437167502222,66.874871669556,5.53138028797023,3.92719630428404,5.53138028797023,31.5016953045435,7.35437167502222,7.35437167502222,9.36855293191519,36.0672728058063,7.35437167502222,3.92719630428404,15.4937090221724,41.8670266395058,3.92719630428404,7.35437167502222,7.35437167502222
"Shikimate.3.phosphate",162.565885792067,221.997684539329,45.313041988359,87.760525569395,502.219211253746,117.084877237828,73.2092350769244,125.951016722903,322.492338994096,433.603104775728,98.0695532546108,103.410786619769,162.565885792067,87.760525569395,53.0425699484478,277.892829838971,66.874871669556,66.874871669556,187.255863942155,134.644308083989,109.241082277615,98.0695532546108,98.0695532546108,773.053265818277,56.7167152136174,103.410786619769,73.2092350769244,200.69215113618,221.997684539329,73.2092350769244,98.0695532546108,589.87960701722,92.025377911753,73.2092350769244,187.255863942155,589.87960701722,109.241082277615,125.951016722903,103.410786619769
"Uridine",150.086420503994,36.0672728058063,252.867558174711,103.410786619769,53.0425699484478,23.0045325868943,23.0045325868943,48.4340056427082,66.874871669556,83.4934159055613,53.0425699484478,48.4340056427082,41.8670266395058,9.36855293191519,39.7670926278659,56.7167152136174,17.2062924089171,45.313041988359,73.2092350769244,56.7167152136174,41.8670266395058,53.0425699484478,56.7167152136174,56.7167152136174,66.874871669556,53.0425699484478,31.5016953045435,53.0425699484478,62.1205191988589,27.1252294615218,17.2062924089171,62.1205191988589,17.2062924089171,66.874871669556,134.644308083989,109.241082277615,41.8670266395058,41.8670266395058,17.2062924089171
"trans.Ferulic.acid",373.357194911502,525.912616630155,162.565885792067,302.470356902806,9.36855293191519,348.88871914883,277.892829838971,470.063165356097,502.219211253746,628.284256653045,470.063165356097,348.88871914883,628.284256653045,322.492338994096,200.69215113618,322.492338994096,277.892829838971,555.132077065354,1048.10610201149,1048.10610201149,555.132077065354,200.69215113618,373.357194911502,3069.40527455808,125.951016722903,373.357194911502,187.255863942155,525.912616630155,302.470356902806,470.063165356097,555.132077065354,1531.45297739993,322.492338994096,187.255863942155,1441.77012893828,1695.31198527865,834.820868174203,470.063165356097,628.284256653045
"Urocanate",15504.1726745899,13204.8354094822,17637.4280720504,15504.1726745899,13204.8354094822,10886.0360429411,24475.7746121492,17637.4280720504,17637.4280720504,15504.1726745899,19692.1904694505,17637.4280720504,13204.8354094822,13204.8354094822,15504.1726745899,10886.0360429411,8065.11048746998,15504.1726745899,6181.84466573814,13204.8354094822,10886.0360429411,10886.0360429411,17637.4280720504,13204.8354094822,21886.6339520533,21886.6339520533,21886.6339520533,24475.7746121492,27422.0312212801,21886.6339520533,21886.6339520533,17637.4280720504,24475.7746121492,13204.8354094822,13204.8354094822,15504.1726745899,15504.1726745899,15504.1726745899,13204.8354094822
"UDP",1206.53639893362,983.955096095811,1441.77012893828,1206.53639893362,1048.10610201149,1441.77012893828,725.678310941164,1441.77012893828,1048.10610201149,983.955096095811,1048.10610201149,773.053265818277,1441.77012893828,1048.10610201149,983.955096095811,897.003278044817,834.820868174203,1311.61262796431,1311.61262796431,1531.45297739993,1048.10610201149,773.053265818277,983.955096095811,1206.53639893362,1048.10610201149,834.820868174203,834.820868174203,1206.53639893362,1131.9750081377,1206.53639893362,1206.53639893362,1048.10610201149,1695.31198527865,1131.9750081377,1048.10610201149,2088.3465518013,983.955096095811,897.003278044817,1206.53639893362
"Sedheptulose.7.phosphate",30851.5191232361,24475.7746121492,38489.0675109872,27422.0312212801,30851.5191232361,30851.5191232361,21886.6339520533,38489.0675109872,24475.7746121492,24475.7746121492,24475.7746121492,30851.5191232361,30851.5191232361,30851.5191232361,27422.0312212801,27422.0312212801,30851.5191232361,38489.0675109872,30851.5191232361,30851.5191232361,30851.5191232361,27422.0312212801,30851.5191232361,30851.5191232361,30851.5191232361,24475.7746121492,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,30851.5191232361,27422.0312212801,30851.5191232361,30851.5191232361
"UTP",46232.0452139311,64681.034752918,46232.0452139311,46232.0452139311,38489.0675109872,71743.7477034219,58886.777630979,64681.034752918,46232.0452139311,71743.7477034219,56299.9122352476,58886.777630979,53713.0468395163,53713.0468395163,53713.0468395163,53713.0468395163,46232.0452139311,92425.0716323252,71743.7477034219,64681.034752918,56299.9122352476,38489.0675109872,46232.0452139311,53713.0468395163,46232.0452139311,38489.0675109872,38489.0675109872,38489.0675109872,46232.0452139311,38489.0675109872,53713.0468395163,38489.0675109872,38489.0675109872,38489.0675109872,46232.0452139311,46232.0452139311,38489.0675109872,46232.0452139311,46232.0452139311
"Xanthosine",10886.0360429411,7577.09311513265,5847.64156585588,5507.07366807565,9430.00164119668,8712.06926877734,4561.94938107872,4561.94938107872,5507.07366807565,4561.94938107872,4561.94938107872,4561.94938107872,6181.84466573814,5507.07366807565,5847.64156585588,8065.11048746998,5357.82609431363,7577.09311513265,6652.3398309936,5847.64156585588,7079.58776693451,6181.84466573814,7577.09311513265,10886.0360429411,6181.84466573814,3508.49852740477,4211.35221247188,8065.11048746998,6652.3398309936,8065.11048746998,6652.3398309936,7079.58776693451,8712.06926877734,6652.3398309936,10886.0360429411,9430.00164119668,8065.11048746998,4896.61939574187,9430.00164119668
"Lysine",2088.3465518013,1855.64821616385,2648.7836519679,2375.54122287164,2648.7836519679,2088.3465518013,2375.54122287164,403.98671612782,2088.3465518013,1531.45297739993,2375.54122287164,1531.45297739993,1531.45297739993,1531.45297739993,1855.64821616385,834.820868174203,1311.61262796431,2375.54122287164,3508.49852740477,2088.3465518013,3069.40527455808,2375.54122287164,4211.35221247188,3996.91545837703,3069.40527455808,2375.54122287164,1311.61262796431,4896.61939574187,4211.35221247188,5507.07366807565,3069.40527455808,3996.91545837703,5208.57852055161,1695.31198527865,5208.57852055161,3508.49852740477,3069.40527455808,1206.53639893362,2648.7836519679
"Glutamine",19692.1904694505,15504.1726745899,20789.4122107519,17637.4280720504,24475.7746121492,17637.4280720504,10886.0360429411,9430.00164119668,13204.8354094822,13204.8354094822,9430.00164119668,10886.0360429411,17637.4280720504,15504.1726745899,13204.8354094822,15504.1726745899,13204.8354094822,13204.8354094822,10886.0360429411,8712.06926877734,17637.4280720504,15504.1726745899,15504.1726745899,21886.6339520533,13204.8354094822,10886.0360429411,10886.0360429411,15504.1726745899,15504.1726745899,15504.1726745899,13204.8354094822,19692.1904694505,19692.1904694505,15504.1726745899,19692.1904694505,21886.6339520533,13204.8354094822,13204.8354094822,21886.6339520533
"X2.Hydroxyglutarate",125.951016722903,98.0695532546108,150.086420503994,162.565885792067,92.025377911753,150.086420503994,162.565885792067,45.313041988359,92.025377911753,73.2092350769244,78.0223824335207,87.760525569395,78.0223824335207,83.4934159055613,62.1205191988589,62.1205191988589,83.4934159055613,53.0425699484478,56.7167152136174,36.0672728058063,53.0425699484478,322.492338994096,322.492338994096,174.188788398358,252.867558174711,236.230642824948,236.230642824948,277.892829838971,134.644308083989,252.867558174711,162.565885792067,221.997684539329,277.892829838971,200.69215113618,221.997684539329,433.603104775728,187.255863942155,150.086420503994,200.69215113618
"X3.Hydroxyphenylacetic.acid",983.955096095811,403.98671612782,277.892829838971,252.867558174711,589.87960701722,252.867558174711,470.063165356097,187.255863942155,187.255863942155,174.188788398358,162.565885792067,200.69215113618,373.357194911502,302.470356902806,373.357194911502,200.69215113618,200.69215113618,221.997684539329,348.88871914883,221.997684539329,117.084877237828,628.284256653045,302.470356902806,983.955096095811,983.955096095811,725.678310941164,628.284256653045,555.132077065354,773.053265818277,1531.45297739993,628.284256653045,773.053265818277,674.732896776118,834.820868174203,1855.64821616385,1855.64821616385,1531.45297739993,433.603104775728,470.063165356097
"D.Glutamic.acid",17.2062924089171,3.92719630428404,19.8407528713402,19.8407528713402,23.0045325868943,7.35437167502222,19.8407528713402,13.4133753750081,19.8407528713402,17.2062924089171,19.8407528713402,13.4133753750081,7.35437167502222,27.1252294615218,9.36855293191519,19.8407528713402,9.36855293191519,27.1252294615218,27.1252294615218,62.1205191988589,73.2092350769244,19.8407528713402,15.4937090221724,15.4937090221724,23.0045325868943,23.0045325868943,17.2062924089171,17.2062924089171,3.92719630428404,5.53138028797023,27.1252294615218,19.8407528713402,23.0045325868943,15.4937090221724,17.2062924089171,27.1252294615218,19.8407528713402,31.5016953045435,27.1252294615218
